,SecId,Name,CategoryName
11,F000013SVQ,Areca Astute Assets,Equity - Malaysia Large-cap
12,F00001L3RL,Areca China A-Share Alpha Fund,Equity - Greater China
13,F00001CLVW,Areca Composite Bond,Bonds - Malaysia
14,F00000YVZE,Areca Dividend Income,Equity - Global
15,F000016ULO,Areca Dragon Technology MYR,Blended - Flexible
16,F000016PQD,Areca Dragon Technology USD,Blended - Flexible
17,F00001DDP6,Areca Dynamic ESG MYR,Blended - Flexible
18,F00001DDP5,Areca Dynamic ESG USD,Blended - Flexible
19,F000013ENM,Areca Dynamic Growth 2.0,Equity - Malaysia Large-cap
20,F000013SVR,Areca Dynamic Growth 3.0,Equity - Malaysia Large-cap
21,F000016PCD,Areca Dynamic Growth 5.0,Equity - Malaysia Large-cap
22,F000016TYN,Areca Dynamic Growth 6.0,Equity - Malaysia Large-cap
23,F000016TYO,Areca Dynamic Growth 8.0,Equity - Malaysia Large-cap
24,F000000ONJ,Areca EnhancedINCOME,Bonds - Malaysia
25,F000016MUD,Areca Equity Growth Fund,Equity - Malaysia Large-cap
26,F000000ONH,Areca EquityTRUST,Equity - Malaysia Mid/Small-cap
27,F00000YVZF,Areca Flexi FixedINCOME,Bonds - Malaysia
28,F000015GJ1,Areca Focus Leverage,Blended - Flexible
29,F00001DE0M,Areca Global Emerging Momentum 2 MYR,Blended - Flexible
30,F00001DE0N,Areca Global Emerging Momentum 2 USD,Blended - Flexible
31,F00001L9H9,Areca Global Emerging Momentum 3 MYR,Blended - Flexible
32,F00001L9HA,Areca Global Emerging Momentum 3 USD,Blended - Flexible
33,F000000ONG,Areca IncomeTRUST,Bonds - Malaysia
34,F00000YVZG,Areca Islamic Cash,Money Market - Malaysia (Shariah)
35,F00001EFO0,Areca Islamic equityTRUST,Equity - Malaysia Large-cap (Shariah)
36,F00001F80F,Areca Islamic incomeTrust,Bonds - Malaysia (Shariah)
37,F000000ONI,Areca MoneyTRUST,Money Market - Malaysia
38,F000011DK3,Areca Progressive Income,Blended - Flexible
39,F0000112N5,Areca Progressive Income 2.0,Blended - Flexible
40,F000013XLU,Areca Progressive Income 3.0,Blended - Flexible
41,F000014BGK,Areca Progressive Income 4.0,Blended - Flexible
42,F00001F7E6,Areca Progressive Income 8.0,Blended - Flexible
43,F00001DAAW,Areca REIT Leverage MYR,Property - Indirect Asia
44,F00001DAAV,Areca REIT Leverage SGD,Property - Indirect Asia
45,F00000ZTG7,Areca Situational Income 2.0,Blended - Flexible
46,F00000YVZI,Areca Steady fixedINCOME,Bonds - Malaysia
47,F00001KAKW,Areca Strategic Income 11,Blended - Flexible
48,F000013SVS,Areca Strategic Income,Blended - Flexible
49,F00001J1QW,Areca Strategic Income Fund 10,Blended - Flexible
0,F00001KAKX,Areca Strategic Income 12,Blended - Flexible
1,F00001L9H7,Areca Strategic Income 15,Blended - Flexible
2,F00001L9H8,Areca Strategic Income 16,Blended - Flexible
3,F000013SVT,Areca Strategic Income 2.0,Blended - Flexible
4,F0000149OO,Areca Strategic Income 4.0,Blended - Flexible
5,F000015HL6,Areca Strategic Income 5.0,Blended - Flexible
6,F00001F7E5,Areca Strategic Income 8.0,Blended - Flexible
7,F00001G3OL,Areca Strategic Income 9.0,Blended - Flexible
8,F00001DAAU,Areca USD Dynamic Assets MYR,Blended - Flexible
9,F00001DAAT,Areca USD Dynamic Assets SGD,Blended - Flexible
10,F00001DAAS,Areca USD Dynamic Assets USD,Blended - Flexible
11,F00001DE0L,Areca Value,Equity - Global
12,F00000XGNT,ASEAN Corporate Governance,Equity - ASEAN
13,F0000119EO,ASEAN Equity,Equity - ASEAN
14,F00000OJVP,Asia Pacific Eq Income,Equity - Asia Pacific ex-Japan
15,F000000AG1,Asia-Pacific Property Equities,Property - Indirect Asia
16,F000000AGQ,Astute Dana Al-Faiz-i,Blended - Balanced (Shariah)
17,F000000AGR,Astute Dana Al-Kanz,Money Market - Malaysia (Shariah)
18,F000000AGS,Astute Dana Al-Sofi-i,Equity - Malaysia Mid/Small-cap (Shariah)
19,F000000AGW,Astute Dana Aslah,Blended - Flexible
20,F00001DL8A,Astute Dividend Maximiser,Equity - Malaysia Income
21,F000000AGV,Astute Malaysia Growth Trust,Equity - Malaysia Mid/Small-cap
22,F0000164TK,Bank Islam Premier,Blended - Balanced (Shariah)
23,F0000106SV,BIMB-Arabesque AP Shariah-ESG Eq MYR,Equity - Asia Pacific
24,F0000106SW,BIMB-Arabesque AP Shariah-ESG Eq USD,Equity - Asia Pacific
25,F00001D4AO,BIMB-Arabesque Glbl Shrh-ESG AI Tech RM,Equity - Global
26,F00001D4AM,BIMB-Arabesque Glbl Shrh-ESG AI Tech RMH,Equity - Global
27,F00001D4AN,BIMB-Arabesque Glbl Shrh-ESG AI Tech USD,Equity - Global
28,F000016OJB,BIMB-ARABESQUE Global Shrh Sust Eq AUD,Equity - Global
29,F000016OJE,BIMB-ARABESQUE Global Shrh Sust Eq RM,Equity - Global
30,F000016OJD,BIMB-ARABESQUE Global Shrh Sust Eq RM H,Equity - Global
31,F000016OJA,BIMB-ARABESQUE Global Shrh Sust Eq SGD,Equity - Global
32,F000016OJC,BIMB-ARABESQUE Global Shrh Sust Eq USD,Equity - Global
33,F00000WTVS,BIMB-Arabesque i Global Dividend 1 MYR,Equity - Global
34,F000015GKG,BIMB-Arabesque i Global Dividend 1 MYR H,Equity - Global
35,F000015GKH,BIMB-Arabesque i Global Dividend 1 SGD,Equity - Global
36,F00000WTVR,BIMB-Arabesque i Global Dividend 1 USD,Equity - Global
37,F00000YVBE,BIMB-Arabesque Malay Shariah-Esg Eq Eur,Equity - Malaysia Large-cap (Shariah)
38,F00000YVBH,BIMB-Arabesque Malay Shariah-Esg Eq Myr,Equity - Malaysia Large-cap (Shariah)
39,F00000YVBF,BIMB-Arabesque Malay Shariah-Esg Eq Sgd,Equity - Malaysia Large-cap (Shariah)
40,F00000YVBG,BIMB-Arabesque Malay Shariah-Esg Eq Usd,Equity - Malaysia Large-cap (Shariah)
41,F00001DVDL,BIMB Dana Al-Fakhim I,Money Market - Malaysia (Shariah)
42,F000000AGX,BIMB Dana Al-Fakhim R,Money Market - Malaysia (Shariah)
43,F000000AGY,BIMB Dana Al-Falah,Blended - Balanced (Shariah)
44,F000000AH0,BIMB Dana Al-Munsif,Blended - Balanced (Shariah)
45,F0000110DD,BIMB ESG Sukuk A,Bonds - Malaysia (Shariah)
46,F0000110DE,BIMB ESG Sukuk B,Bonds - Malaysia (Shariah)
47,F0000110DF,BIMB ESG Sukuk C,Bonds - Malaysia (Shariah)
48,F0000110DG,BIMB ESG Sukuk D,Bonds - Malaysia (Shariah)
49,F0000110DH,BIMB ESG Sukuk E,Bonds - Malaysia (Shariah)
0,F00000Y8FG,BIMB i Flexi,Blended - Flexible
1,F000000AGZ,BIMB i Growth,Equity - Malaysia Large-cap (Shariah)
2,F00000NFGH,BIMB i Tactical,Equity - Malaysia Income
3,F000015AR5,BIMB Shariah IncomePlus,Money Market - Malaysia (Shariah)
4,F00000YFUK,BOSWM Asian Income MYR,Blended - Balanced
5,F0000146SP,BOSWM Asian Income MYR BOS,Blended - Balanced
6,F0000146SQ,BOSWM Asian Income USD BOS,Blended - Balanced
7,F000000AM6,BOSWM Cash A,Money Market - Malaysia
8,F00001D829,BOSWM Cash B,Money Market - Malaysia
9,F00001DAXF,BOSWM Core Asia Equities MYR BOS,Equity - Asia Pacific ex-Japan
10,F00001DAXG,BOSWM Core Asia Equities MYR I BOS,Equity - Asia Pacific ex-Japan
11,F00001DAXH,BOSWM Core Asia Equities MYRH BOS,Equity - Asia Pacific ex-Japan
12,F0000155G7,BOSWM Core Balanced MYR Hdg,Blended - Balanced
13,F00001D8S5,BOSWM Core Balanced PP USD,Blended - Balanced
14,F0000155G8,BOSWM Core Balanced USD,Blended - Balanced
15,F0000155G9,BOSWM Core Defensive MYR Hdg,Blended - Conservative
16,F0000155GA,BOSWM Core Defensive USD,Blended - Conservative
17,F00001D8S6,BOSWM Core Defensive PP USD,Blended - Conservative
18,F00001DAX9,BOSWM Core DM Invmt Grd Bond MYR BOS,Bonds - Global Hedged
19,F00001DAXA,BOSWM Core DM Invmt Grd Bond MYR I BOS,Bonds - Global Hedged
20,F00001DAXB,BOSWM Core DM Invmt Grd Bond MYRH BOS,Bonds - Global Hedged
21,F00001DAX6,BOSWM Core EM Invmt Grd Bond MYR BOS,Bonds - Emerging Markets
22,F00001DAX7,BOSWM Core EM Invmt Grd Bond MYR I BOS,Bonds - Emerging Markets
23,F00001DAX8,BOSWM Core EM Invmt Grd Bond MYRH BOS,Bonds - Emerging Markets
24,F00001DAXI,BOSWM Core European Equities MYR BOS,Equity - Country Focus
25,F00001DAXJ,BOSWM Core European Equities MYR I BOS,Equity - Country Focus
26,F00001DAXK,BOSWM Core European Equities MYRH BOS,Equity - Country Focus
27,F0000155G5,BOSWM Core Growth MYR Hdg,Blended - Aggressive
28,F0000155G6,BOSWM Core Growth USD,Blended - Aggressive
29,F00001D8S7,BOSWM Core Growth Fund PP MYR Non-hedged,Blended - Aggressive
30,F00001D8S8,BOSWM Core Growth Fund PP USD,Blended - Aggressive
31,F00001DAX3,BOSWM Core High Yield Bond MYR BOS,Bonds - Emerging Markets
32,F00001DAX4,BOSWM Core High Yield Bond MYR I BOS,Bonds - Emerging Markets
33,F00001DAX5,BOSWM Core High Yield Bond MYRH BOS,Bonds - Emerging Markets
34,F00001DAXC,BOSWM Core US Equities MYR BOS,Equity - Country Focus
35,F00001DAXD,BOSWM Core US Equities MYR I BOS,Equity - Country Focus
36,F00001DAXE,BOSWM Core US Equities MYRH BOS,Equity - Country Focus
37,F00001D3HV,BOSWM Dynamic Income BOS MYR,Bonds - Malaysia
38,F0000175LH,BOSWM Dynamic Islamic Income,Bonds - Malaysia (Shariah)
39,F00000XWX3,BOSWM Emerging Market Bd MYR,Bonds - Emerging Markets
40,F0000146SR,BOSWM Emerging Market Bd MYR BOS,Bonds - Emerging Markets
41,F0000146SS,BOSWM Emerging Market Bd USD BOS,Bonds - Emerging Markets
42,F0000106SY,BOSWM Islamic Deposit A,Money Market - Malaysia (Shariah)
43,F00001D82A,BOSWM Islamic Deposit B,Money Market - Malaysia (Shariah)
44,F00000LMH6,BSN Dana Al-Jadid,Equity - Malaysia Large-cap (Shariah)
45,F00000Y7UL,BSN Dana Dividen Al-Ifrah,Equity - Malaysia Large-cap (Shariah)
46,F00001DOD2,BSN Dana Wakaf Al-Ikhlas,Blended - Balanced (Shariah)
47,F000000AIZ,Dana Makmur Pheim,Blended - Balanced (Shariah)
48,F000000AN2,Eastspring Inv Asia Pacific Equity MY,Equity - Asia Pacific ex-Japan
49,F00000VCSC,Eastspring Inv As Pac ex-Jpn Trgt Rtrn,Equity - Asia Pacific ex-Japan
0,F000000AN4,Eastspring Inv Asia Select Income,Blended - Balanced
1,F00000W33J,Eastspring Invest Asian HY Bd MY AUD,Bonds - Asia
2,F00000W33I,Eastspring Invest Asian HY Bd MY RM,Bonds - Asia
3,F00000W33K,Eastspring Invest Asian HY Bd MY USD,Bonds - Asia
4,F000000AN5,Eastspring Inv Balanced,Blended - Balanced
5,F000000AN6,Eastspring Inv Bond,Bonds - Malaysia
6,F000000AN8,Eastspring Inv Cash Management,Money Market - Malaysia
7,F00001D6KY,Eastspring Investments Cash Management R,Money Market - Malaysia
8,F000000ANA,Eastspring Inv Dana al-Ilham,Equity - Malaysia Large-cap (Shariah)
9,F000000ANB,Eastspring Inv Dana al-Islah,Blended - Conservative
10,F000000ANC,Eastspring Inv Dana Dinamik,Blended - Flexible
11,F000005J27,Eastspring Inv Dinasti Equity,Equity - Greater China
12,F000000ANF,Eastspring Inv Dyn,Blended - Flexible
13,F000000ANG,Eastspring Inv Equity Income,Equity - Malaysia Income
14,F000014YP4,Eastspring Inv Glb Bal Tgt Ret,Blended - Balanced
15,F000002290,Eastspring Inv Global Emerging Markets,Equity - Emerging Markets
16,F00001CW9O,Eastspring Investments Global Equity RMH,Equity - Global
17,F00001DOOD,Eastspring Investments Global Impact RM,Equity - Global
18,F00000XJVC,Eastspring Inv Global Target Inc,Bonds - Global
19,F000000ANI,Eastspring Inv Growth,Equity - Malaysia Large-cap
20,F00001CKOU,Eastspring Inv Islamic China A-Shrs MYR,Equity - Greater China
21,F000013EV1,Eastspring Investments Islamic Eq Inc,Equity - Malaysia Income
22,F00000228Y,Eastspring Inv Islamic Income,Money Market - Malaysia (Shariah)
23,F00001D6KZ,Eastspring Investments Islamic Income R,Money Market - Malaysia (Shariah)
24,F00000Z0M1,Eastspring Inv Islamic Small-cap,Equity - Malaysia Mid/Small-cap (Shariah)
25,F00000VZTD,Eastspring Invest Japan Dyn MY RM H,Equity - Country Focus
26,F00000MC50,Eastspring Inv MY Focus,Equity - Malaysia Large-cap
27,F000015MSC,Eastspring Inv Regular Investment Choice,Equity - Malaysia Large-cap
28,F000000ANK,Eastspring Inv Small-cap,Equity - Malaysia Mid/Small-cap
29,F00001DLNA,Eastspring Investments Wholesale Bond,Bonds - Malaysia
30,F00001709C,Eastspring Inv Wholesale Sukuk Extra,Bonds - Malaysia (Shariah)
31,F000014YIJ,Eastspring Inv Wholesale Sukuk,Bonds - Malaysia (Shariah)
32,F00000U58O,Europe Eq Growth,Equity - Country Focus
33,F000000AGO,European Equity Alpha,Equity - Country Focus
34,F00000WK5G,Franklin Malaysia Sukuk A,Bonds - Malaysia (Shariah)
35,F00000WKHK,Franklin Malaysia Sukuk I,Bonds - Malaysia (Shariah)
36,F00000NRUW,Franklin US Opportunities MYR,Equity - Country Focus
37,F00000RZDO,Franklin US Opportunities USD,Equity - Country Focus
38,F000001XK9,Glb Agribusiness,Equity - Sector Focus
39,F000000AGN,Global Islamic Equity,Equity - Global
40,F00000T6N8,Glb Multi-Asset Income AUD,Blended - Flexible
41,F00000T6N7,Glb Multi-Asset Income MYR,Blended - Flexible
42,F00000T6N9,Glb Multi-Asset Income SGD,Blended - Flexible
43,F00000T6N6,Glb Multi-Asset Income USD,Blended - Flexible
44,F000000AGC,Global Property Equities,Property - Indirect Non-Asia
45,F00001DBYG,Global Smaller Companies RM,Equity - Global
46,F00001DBYF,Global Smaller Companies RM Hdg,Equity - Global
47,F00001DBYE,Global Smaller Companies USD,Equity - Global
48,F00001J6AA,Halogen Shariah Bitcoin MYR Acc,Other - Miscellaneous
49,F00001J6AB,Halogen Shariah Ethereum MYR Acc,Other - Miscellaneous
0,F00001J6A8,Halogen Shariah Ringgit Income A MYR Inc,Bonds - Malaysia (Shariah)
1,F00001J6A9,Halogen Shariah Ringgit Income B MYR Acc,Bonds - Malaysia (Shariah)
2,F00001BR6H,Hong Kong Tech Index HKD,Equity - Sector Focus
3,F00001BR6I,Hong Kong Tech Index MYR,Equity - Sector Focus
4,F00001BR6J,Hong Kong Tech Index MYR Hdg,Equity - Sector Focus
5,F000000AJ0,Hong Leong Asia-Pacific Dividend,Equity - Asia Pacific ex-Japan
6,F000013FD5,Hong Leong Asia Pacific Equity,Equity - Asia Pacific ex-Japan
7,F000000AJ1,Hong Leong Balanced,Blended - Balanced
8,F000000AJ3,Hong Leong Bond Ordinary Investment Plan,Bonds - Malaysia
9,F000000AJ4,Hong Leong Bond Standalone Invmt Plan,Bonds - Malaysia
10,F000000AJ6,Hong Leong Consumer Product Sector,Equity - Sector Focus
11,F00001I9O0,Hong Leong Dana Abadi,Money Market - Malaysia (Shariah)
12,F00000Z4MP,Hong Leong Dana Al-Izdihar,Money Market - Malaysia (Shariah)
13,F0000175GT,Hong Leong Dana Al-Safa' A,Bonds - Malaysia (Shariah)
14,F00001CMNE,Hong Leong Dana Al-Safa' A SGD,Bonds - Malaysia (Shariah)
15,F00001CMNF,Hong Leong Dana Al-Safa' A USD,Bonds - Malaysia (Shariah)
16,F000000AJ7,Hong Leong Dana Maa'rof,Blended - Balanced (Shariah)
17,F000000AJ8,Hong Leong Dana Makmur,Equity - Malaysia Mid/Small-cap (Shariah)
18,F000000AJB,Hong Leong Dividend,Equity - Malaysia Income
19,F00001DRIV,Hong Leong Global ESG,Equity - Global
20,F000014YPA,Hong Leong Global Multi Strategies,Blended - Balanced
21,F00001EYO1,Hong Leong Global Shariah ESG Fund,Equity - Global
22,F000000AJF,Hong Leong Growth,Equity - Malaysia Mid/Small-cap
23,F00000MWQZ,Hong Leong HK Equity Optimizer,Equity - Greater China
24,F000013FD3,Hong Leong Income A,Bonds - Malaysia
25,F00001DB1S,Hong Leong Income D,Bonds - Malaysia
26,F000000AJH,Hong Leong Institutional Bond,Bonds - Malaysia
27,F000000JZH,Hong Leong Islamic Income Management,Bonds - Malaysia (Shariah)
28,F00000VYZL,Hong Leong Money Market,Money Market - Malaysia
29,F00000XLJ7,Hong Leong Regular Income,Blended - Conservative
30,F00000YDZL,Hong Leong SEA-5 Equity Class A,Equity - ASEAN
31,F00001F6BX,Hong Leong SEA-5 Equity Class B,Equity - ASEAN
32,F000000AJK,Hong Leong Strategic,Blended - Flexible
33,F000000AJI,Hong Leong Value,Equity - Malaysia Mid/Small-cap
34,F00001DAXO,Hong Leong Wholesale Bond D,Bonds - Malaysia
35,F000015RTB,Hong Leong Wholesale Equity 2,Equity - Malaysia Large-cap
36,F0000144SY,Hong Leong Wholesale Income,Bonds - Malaysia
37,F0000119JP,ICD Global Sustainable,Equity - Global
38,F000014KMP,InterPac Capital Preservation and Growth,Blended - Aggressive
39,F00001GEZN,InterPac Dana Abadi,Blended - Other
40,F00001GEZM,InterPac Dana Saadi,Blended - Other
41,F000002SNO,InterPac Dana Safi,Blended - Flexible
42,F000002SNP,InterPac Dynamic Equity,Equity - Malaysia Large-cap
43,F00000231C,KAF Bond,Bonds - Malaysia
44,F000011F06,KAF Cash,Money Market - Malaysia
45,F000000AFV,KAF CORE INCOME FUND,Equity - Malaysia Large-cap
46,F000000AFP,KAF DANA ADIB,Equity - Malaysia Large-cap (Shariah)
47,F000000AFT,KAF Dana Al-Iddhikhar,Money Market - Malaysia (Shariah)
48,F000000AKE,KAF DANA ALIF,Blended - Balanced (Shariah)
49,F000000AFU,KAF ENHANCED BOND FUND,Bonds - Malaysia
0,F000000AFQ,KAF FIRST FUND,Blended - Balanced
1,F000011F07,KAF iCash,Money Market - Malaysia (Shariah)
2,F00000Y7DG,KAF Islamic Dividend Income,Equity - Malaysia Income
3,F00000231D,KAF Jade,Equity - Asia Pacific
4,F000000AMC,KAF Millennium,Equity - Malaysia Large-cap
5,F00000231E,KAF Money Market,Money Market - Malaysia
6,F00000Y7DH,KAF Sukuk,Bonds - Malaysia (Shariah)
7,F000000AFW,KAF TACTICAL FUND,Equity - Malaysia Mid/Small-cap
8,F000000AFX,KAF VISION FUND,Equity - Malaysia Mid/Small-cap
9,F000000AG0,Kenanga Amanah Saham Wanita,Equity - Malaysia Mid/Small-cap (Shariah)
10,F00000WLVA,Kenanga ASEAN Tactical Total Return,Equity - ASEAN
11,F00000Y9SA,Kenanga Asia Pacific Income,Blended - Conservative
12,F00000QADD,Kenanga Asia Pacific Total Return,Equity - Asia Pacific ex-Japan
13,F000000AI0,Kenanga AsnitaBond Fund,Bonds - Malaysia (Shariah)
14,F000014W6X,Kenanga AUD Alternative Income 3 AUD,Other - Miscellaneous
15,F000014W6Y,Kenanga AUD Alternative Income 3 MYR,Other - Miscellaneous
16,F000000AIT,Kenanga Balanced,Blended - Balanced
17,F000000AK4,Kenanga Blue Chip,Equity - Malaysia Large-cap
18,F000000AK5,Kenanga Bon Islam,Bonds - Malaysia (Shariah)
19,F000000AIU,Kenanga Bond,Bonds - Malaysia
20,F000000AI1,Kenanga BondExtra Fund,Bonds - Malaysia
21,F00000VSAG,Kenanga Cash,Money Market - Malaysia
22,F000000PA8,Kenanga Cash Plus,Money Market - Malaysia
23,F000001X92,Kenanga Consumer and Leisure Asia Fund,Equity - Asia Pacific ex-Japan
24,F00000H17N,Kenanga Dana Safa,Money Market - Malaysia (Shariah)
25,F000000AKB,Kenanga Diversified,Blended - Balanced
26,F000000AI2,Kenanga DividendExtra Fund,Equity - Malaysia Income
27,F000000AK6,Kenanga Ekuiti Islam,Equity - Malaysia Large-cap (Shariah)
28,F000000AI3,Kenanga EquityExtra Fund,Equity - Malaysia Mid/Small-cap
29,F000000PA6,Kenanga Global Dividend,Equity - Global
30,F00000MC4Z,Kenanga Global Growth Fund,Equity - Sector Focus
31,F000000AIV,Kenanga Global Islamic Fund,Equity - Malaysia Mid/Small-cap (Shariah)
32,F00000ZSJM,Kenanga Global Multi Asset MYR,Other - Miscellaneous
33,F00000ZSJN,Kenanga Global Multi Asset USD,Other - Miscellaneous
34,F00000IZYY,Kenanga Global Opportunities,Equity - Global
35,F000000AKC,Kenanga Growth,Equity - Malaysia Mid/Small-cap
36,F000010QXE,Kenanga Growth Ser 2 MYR,Equity - Malaysia Large-cap
37,F000011W8K,Kenanga Growth Ser 2 USD,Equity - Malaysia Large-cap
38,F000000AK8,Kenanga Growth Opportunities,Equity - Malaysia Mid/Small-cap
39,F000000PA5,Kenanga i-Enhanced Cash,Other - Protected or Guaranteed
40,F000011DPP,Kenanga-ICBC China Focus Income RMB,Bonds - Other
41,F000011DPQ,Kenanga-ICBC China Focus Income USD,Bonds - Other
42,F000000AK9,Kenanga Income Plus,Bonds - Malaysia
43,F000000AI4,Kenanga IncomeExtra Fund,Blended - Balanced
44,F00001HM94,Kenanga Islamic AsiaPac (Ex Jpn) Ttl Ret,Equity - Asia Pacific ex-Japan (Shariah)
45,F000000AIW,Kenanga Islamic Balanced,Blended - Balanced (Shariah)
46,F00000TPEI,Kenanga Islamic Cash,Money Market - Malaysia (Shariah)
47,F00000U4LI,Kenanga Islamic Income Fund Ser 3,Money Market - Malaysia (Shariah)
48,F00001H5I3,Kenanga Islamic Money Market NR,Money Market - Malaysia (Shariah)
49,F000000OO5,Kenanga Islamic Money Market RI,Money Market - Malaysia (Shariah)
0,F00001H5I5,Kenanga Liquidity NR,Money Market - Malaysia
1,F000002OLA,Kenanga Liquidity RI,Money Market - Malaysia
2,F000000OO8,Kenanga Malaysian Inc,Equity - Malaysia Mid/Small-cap
3,F000000AKA,Kenanga Managed Growth,Blended - Balanced
4,F00001H5I4,Kenanga Money Market NR,Money Market - Malaysia
5,F000000OO7,Kenanga Money Market RI,Money Market - Malaysia
6,F000000AI5,Kenanga MoneyExtra Fund,Money Market - Malaysia
7,F000000AIX,Kenanga Premier,Equity - Malaysia Mid/Small-cap
8,F0000020DL,Kenanga Principal Protected Income,Money Market - Malaysia
9,F000002VEF,Kenanga Principal Protected Income II,Money Market - Malaysia
10,F000000AK1,Kenanga Shariah Growth Opportunity,Equity - Malaysia Mid/Small-cap (Shariah)
11,F000011DPT,Kenanga Sukuk Wholesale Ser 1,Bonds - Malaysia (Shariah)
12,F000011DPS,Kenanga Sust Ser Emrg Waqf Musaadah,Blended - Balanced (Shariah)
13,F00001CXDU,Kenanga Sustainability Series Frntr MYR,Equity - Other
14,F00001CXDV,Kenanga Sustainability Series Frntr USD,Equity - Other
15,F00001DP37,Kenanga Sustainability Series Hgh Yld Bd,Bonds - Global
16,F00001EEI9,Kenanga Sust Ser Wld Qul ESG MYR,Equity - Global
17,F00001EEIA,Kenanga Sust Ser Wld Qul ESG USD,Equity - Global
18,F000000AKD,Kenanga Syariah Growth,Equity - Malaysia Mid/Small-cap (Shariah)
19,F000000AI6,Kenanga SyariahExtra Fund,Blended - Balanced (Shariah)
20,F000000AI7,Kenanga TacticalExtra Fund,Equity - Malaysia Large-cap
21,F00001GFPD,Kenanga US Dollar,Other - Miscellaneous
22,F000016T54,Kenanga Waqf Al-Ihsan,Blended - Balanced (Shariah)
23,F00000X7EY,Kenanga Yield Enhancement,Bonds - Malaysia
24,F000014MRG,Libra Shariah Liquidity Fund Series 2,Money Market - Malaysia (Shariah)
25,F000014MRH,Libra Strategic Opportunity,Blended - Flexible
26,F000016OJF,Makmur myWakaf AUD,Blended - Flexible
27,F000016OJH,Makmur myWakaf RM,Blended - Flexible
28,F000016OJG,Makmur myWakaf US,Blended - Flexible
29,F00001C4A0,MAMG All-China Focus Equity MYR,Equity - Greater China
30,F00001C4A1,MAMG All-China Focus Equity MYR Hdg,Equity - Greater China
31,F00001C4A2,MAMG All-China Focus Equity USD,Equity - Greater China
32,F00001DAYM,MAMG China Evolution Equity AUD Hdg,Equity - Greater China
33,F00001DAYQ,MAMG China Evolution Equity MYR,Equity - Greater China
34,F00001DAYL,MAMG China Evolution Equity MYR Hdg,Equity - Greater China
35,F00001DAYN,MAMG China Evolution Equity SGD Hdg,Equity - Greater China
36,F00001DAYO,MAMG China Evolution Equity USD,Equity - Greater China
37,F000011XGD,MAMG Dynamic High Income AUD Hdg,Blended - Flexible
38,F000011XGC,MAMG Dynamic High Income EUR Hdg,Blended - Flexible
39,F000011XG9,MAMG Dynamic High Income MYR,Blended - Flexible
40,F000011XGA,MAMG Dynamic High Income MYR Hdg,Blended - Flexible
41,F000011XGE,MAMG Dynamic High Income SGD Hdg,Blended - Flexible
42,F000011XGB,MAMG Dynamic High Income USD,Blended - Flexible
43,F00001GIW2,MAMG Global Dividend AUD Hedged,Equity - Global
44,F00001GIVZ,MAMG Global Dividend MYR,Equity - Global
45,F00001GIW0,MAMG Global Dividend MYR Hedged,Equity - Global
46,F00001GIW3,MAMG Global Dividend SGD Hedged,Equity - Global
47,F00001GIW1,MAMG Global Dividend USD,Equity - Global
48,F00001ECGB,MAMG Global Environment AUD Hedged,Equity - Sector Focus
49,F00001ECG8,MAMG Global Environment MYR,Equity - Sector Focus
0,F00001ECG9,MAMG Global Environment MYR Hedged,Equity - Sector Focus
1,F00001ECGC,MAMG Global Environment SGD Hedged,Equity - Sector Focus
2,F00001ECGA,MAMG Global Environment USD,Equity - Sector Focus
3,F000010U4J,MAMG Global Income – I Fund,Bonds - Global
4,F000015IKD,MAMG Global Income-I B USD,Bonds - Global
5,F000015BQS,MAMG Gold MYR,Other - Miscellaneous
6,F000015BQR,MAMG Gold MYR Hdg,Other - Miscellaneous
7,F000015BQT,MAMG Gold USD,Other - Miscellaneous
8,F00001GVS5,MAMG Green Tigers AUD Hdg,Equity - Sector Focus
9,F00001GVS8,MAMG Green Tigers MYR,Equity - Sector Focus
10,F00001GVS7,MAMG Green Tigers MYR Hdg,Equity - Sector Focus
11,F00001GVS4,MAMG Green Tigers SGD Hdg,Equity - Sector Focus
12,F00001GVS6,MAMG Green Tigers USD,Equity - Sector Focus
13,F00001D1QR,MAMG Liquid Alternative MYR,Other - Miscellaneous
14,F00001D1QQ,MAMG Liquid Alternative MYR H,Other - Miscellaneous
15,F00001D1QP,MAMG Liquid Alternative USD,Other - Miscellaneous
16,F00001IZQH,MAMG Systematic AsiaPac Eq Ab R AUD H,Other - Miscellaneous
17,F00001IZQG,MAMG Systematic AsiaPac Eq Ab R MYR,Other - Miscellaneous
18,F00001IZQF,MAMG Systematic AsiaPac Eq Ab Rt MYR H,Other - Miscellaneous
19,F00001IZQI,MAMG Systematic AsiaPac Eq Ab R SGD H,Other - Miscellaneous
20,F00001IZQJ,MAMG Systematic AsiaPac Eq Ab R USD,Other - Miscellaneous
21,F000014AKW,Manulife ASEAN Equity MYR Hdg,Equity - ASEAN
22,F000014AKV,Manulife ASEAN Equity USD,Equity - ASEAN
23,F00001D05E,Manulife Asia Pacific Opports A AUD H,Equity - Asia Pacific
24,F00001D05D,Manulife Asia Pacific Opports A RM H,Equity - Asia Pacific
25,F00001D05F,Manulife Asia Pacific Opports A SGD H,Equity - Asia Pacific
26,F00001D05C,Manulife Asia Pacific Opports A USD,Equity - Asia Pacific
27,F0000133LV,Manulife Asia Total Return Bond CNH Hdg,Bonds - Asia
28,F0000133LU,Manulife Asia Total Return Bond MYR Hdg,Bonds - Asia
