,SecId,Name,CategoryName
39,F000013BTY,United-i Global Balanced SGD Hedged,Blended - Balanced (Shariah)
40,F000013BTZ,United-i Global Balanced USD,Blended - Balanced (Shariah)
41,F00001DENB,United Income fund MY AUD Hedged,Blended - Balanced
42,F00001DENA,United Income fund MY MYR Hedged,Blended - Balanced
43,F00001DENC,United Income fund MY SGD Hedged,Blended - Balanced
44,F00001DEND,United Income fund MY USD,Blended - Balanced
45,F00001CSE3,United Income Plus AUD Hedged,Blended - Conservative
46,F00000VBQ4,United Income Plus MYR,Blended - Conservative
47,F00001CSE4,United Income Plus RMB Hedged,Blended - Conservative
48,F00001CSE2,United Income Plus SGD Hedged,Blended - Conservative
49,F00001CSE1,United Income Plus USD Hedged,Blended - Conservative
0,F00001GGAL,United Islamic Cash Management B,Money Market - Malaysia (Shariah)
1,F00001D7W4,United Islamic Cash Management C,Money Market - Malaysia (Shariah)
2,F00000ZP2M,United Islamic Cash Management R,Money Market - Malaysia (Shariah)
3,F00000WX4W,United Japan Discovery MYR,Equity - Country Focus
4,F00000WX4X,United Japan Discovery MYR hedged,Equity - Country Focus
5,F000013SW8,United Malaysia A,Blended - Balanced
6,F000013SW9,United Malaysia B,Blended - Balanced
7,F00001D7W5,United Money Market C,Money Market - Malaysia
8,F00000VJS3,United Money Market R,Money Market - Malaysia
9,F00001CWJG,United Sustainable Series Glbl Crdt AUDH,Bonds - Global Hedged
10,F00001CWJH,United Sustainable Series Glbl Crdt GBPH,Bonds - Global Hedged
11,F00001CWJI,United Sustainable Series Glbl Crdt MYRH,Bonds - Global Hedged
12,F00001CWJJ,United Sustainable Series Glbl Crdt RMBH,Bonds - Global Hedged
13,F00001CWJK,United Sustainable Series Glbl Crdt SGDH,Bonds - Global Hedged
14,F00001CWJL,United Sustainable Series Glbl Crdt USD,Bonds - Global Hedged
15,F000010YT3,United USD Cash USD,Money Market - Malaysia
16,F00001FWJE,United Vietnam Equities AUD Hedged,Equity - Country Focus
17,F00001FWJF,United Vietnam Equities GBP Hedged,Equity - Country Focus
18,F00001FWJG,United Vietnam Equities MYR Hedged,Equity - Country Focus
19,F00001FWJH,United Vietnam Equities RMB Hedged,Equity - Country Focus
20,F00001FWJI,United Vietnam Equities SGD Hedged,Equity - Country Focus
21,F00001FWJJ,United Vietnam Equities USD,Equity - Country Focus
22,F00000TW8V,US-Canada Income and Growth,Blended - Other
23,F0000160FM,Vantage Performance Fund,Canadian Focused Equity
