,A-DALI Equity,A-Dana Income,A-Dana Equity,A-Dana Balanced,A-DALI Equity,Aberdeen Std Islmc World Eq A,Advantage Glbl Eq Volatility Focus MYR H,Advantage Asia Pacific ex Japan Div,Advantage Glbl Eq Volatility Focus AUD H,Advantage Glb High Income Bond USD,Advantage Glb High Income Bond RM-Hdg,AHAM Absolute Return II-AUD,AHAM Absolute Return II-GBP,AHAM Absolute Return II-MYR,AHAM Absolute Return II-SGD,AHAM Absolute Return II-USD,AHAM Absolute Return III,AHAM Aiiman Enhncd i-Profit A Inc,AHAM Aiiman Enhncd i-Profit B Acc,AHAM Aiiman Asia(Ex Jpn)Gr MYR,AHAM Aiiman Bal,AHAM Aiiman Glb Mlt Thmtc MYR Hdg,AHAM Aiiman Glb Mlt Thmtc AUD Hdg,AHAM Aiiman Glb Mlt Thmtc SGD Hdg,AHAM Aiiman ESG Income Plus,AHAM Aiiman Glb Mlt Thmtc USD,AHAM Aiiman Glbl Sukuk MYR,AHAM Aiiman Glbl Sukuk MYR Hdg,AHAM Aiiman Glbl Sukuk USD,AHAM Aiiman Glb Thm Mxd Ast AUDH,AHAM Aiiman Glb Thm Mxd Ast MYRH,AHAM Aiiman Glb Thm Mxd Ast SGDH,AHAM Aiiman Gb Thm Mx Ast USD Ins,AHAM Aiiman Glb Thmtc Mxd Ast USD,AHAM Aiiman Growth,AHAM Aiiman Income MYR Inc,AHAM Aiiman Money Market,AHAM Aiiman Quantum,AHAM ASEAN Flexi,AHAM Aiiman Select Income,AHAM EduGrowth & Income Fd,AHAM Bond,AHAM ESG SGD Bond MYR,AHAM ESG SGD Bond SGD,AHAM Enhanced Deposit Fund,AHAM Equity,AHAM Flexi 6,AHAM Flexi Fund 7 SGD
2019 Sharpe,0.33011715718714674,4.121352577355593,0.9570370964421105,1.3040355657882443,0.33011715718714674,2.236266109730219,2.1017211946898526,1.5954137551715701,1.9702954479437926,2.777831117915527,2.3681466206503834,1.9755248466991253,1.3200428580105992,1.9828504675631118,1.9215964070062512,1.8973856144817676,2.087863983337071,,,1.0872340078194183,0.30731670560989854,,,,3.6137982344668496,,1.4059021887419951,2.692398476843635,6.121994377033748,,,,,,0.37679516131520896,,3.528384142098086,0.7907998146820087,0.014645211175098656,1.8532263161939488,,5.327100422471158,,,5.141037957149037,0.6862905363447906,2.382415193510911,2.1031088254184196
2020 Sharpe,-0.24498537544338883,1.1536352841804167,1.1463835277476635,1.443481626877335,-0.24498537544338883,0.5661056640360091,0.25391400946762105,0.2600211374328441,0.16457022381544104,0.24351628695407743,0.3217716563724086,0.46219182263951963,0.7644815570610024,1.0419410126642612,1.0027604498109128,1.0226073030188805,0.8544438005289046,,,1.7536563925575146,2.233257836994073,,,,0.6750305559133133,,0.2748678619583221,1.35432678513491,1.1014051067107922,,,,,,1.6767078944937912,,-2.0209034648839395,1.2373527332796042,0.4714636508395429,0.32941934162172765,-4.242640039502785,0.8863687471871554,,,-3.0811493482805474,0.9347040134243116,1.2978128771815944,1.245201356896503
2021 Sharpe,-0.8737499150064878,-2.6134800724136116,-0.24948279774674476,-0.0628849778100222,-0.8737499150064878,1.8547648426234213,0.8889584162499301,0.19704965706688612,0.7383893506973748,-1.6401766138197573,-1.2505779587413863,-0.34962342894303744,-0.6524878486583062,-0.5807851181825906,-0.6707115708715717,-0.8009331633971489,-0.8375420616872189,,,-0.30774433695439346,-1.5341110605002775,-0.16986140792585042,-0.13259556977141523,-0.17310779703666573,-2.9008933693575094,-0.1966586375126659,0.4891955294252445,-1.1670751094720686,-2.315343114672953,,,,,,-0.06645904411576901,,-6.6049927701332996,0.20192236150452397,0.4840186036979421,-1.3668491291923333,-0.35495334304536535,-2.5798105456288143,-0.6925353393531297,-2.0850444587583397,-11.193806580026964,0.7073264066892234,-0.21428860306082642,0.18774563563153285
2022 Sharpe,-0.6194785549742345,-0.3992653795837949,-0.8353243823094226,-0.950509382440356,-0.6194785549742345,-1.125845706231638,-0.9705931743974042,-0.9161462509888773,-1.0529114461359652,-3.1930401326175843,-3.2377676560871884,-1.304146001172716,-0.8834364196235772,-1.482473864090173,-1.988672084654421,-1.6024123382545115,-1.5083259870484906,-17.251040307883965,-15.641928573639126,-1.5131901328200428,-2.3132571227401284,-1.1869055897657443,-1.2597717318595965,-1.203473096009206,-1.486034802750137,-1.1661126396961563,-1.2455033095489276,-5.544584793512654,-5.272601331568422,-0.11984284323156688,-0.4201777464647311,-0.8164999748294982,-0.28523054445432044,-0.420864803406357,-1.5776922834602474,,-3.070789344486387,-1.2101303570073103,-0.058015142125104,-1.6028746368472615,-2.026225573863847,-1.2707600345098684,-0.3326173893453206,-5.111360707442006,-4.953079777820191,-1.1103620632230349,-1.9852430822021672,-2.684107897312554
2023 Sharpe,-0.4301299312756736,3.1861473400319094,-0.04789035447680655,0.3654645393209503,-0.4301299312756736,1.8651488254508064,0.5553310026357301,0.8038506048939738,0.6864251080517328,0.8375651849509471,0.06801964809700267,-0.7423418847587658,-1.1070804182969918,-0.22298064309320031,-0.8433299177599713,-0.5281343908843891,-0.3677531142260484,1.1776933671177032,1.4437225006955372,0.24024552171465824,-0.2589118703826683,1.6084380888138345,1.625048879077287,1.7008989531237964,3.2545984683087976,1.8777447656946649,0.711514341513998,-1.9144630077702953,-0.18748059842596362,0.79953891032212,1.077009369362963,1.202691241317972,1.6180166774014244,1.4940236035293262,0.4461625856301977,-0.366396748985481,4.2740906562226035,0.7725217994089995,-0.01821796346101416,1.0150516500652011,1.5920505339927895,3.462996435565032,1.8993668131443262,1.254673492517266,5.208948162582599,0.24839747179802119,1.2451524221557717,1.3491011634829169
2024 Sharpe,0.7760776161546851,-1.6296135155582423,0.8014283235561221,0.7844511604136265,0.7760776161546851,0.8638433392875565,0.4019410726354626,0.20837648969510475,0.4867961437579331,-0.42211387168926295,-0.6296267772919135,1.5794685291611785,0.8572145343159353,1.3040904130721211,1.1682180312090065,0.7587867440101932,1.1584760380989818,-13.285099609446501,-15.212254583660897,0.370133268486779,0.24899761239312013,0.5637735791280812,0.5640791488417886,0.5679333821837276,-2.8369841590219993,0.6002030909567254,0.2823915365316147,-1.462260942649364,-0.9844713029232374,0.9908341982173049,0.3534539725903118,0.7483233859397017,0.46975208113969835,0.4427816093606609,0.7353243052094725,-1.934660091244522,-10.695192788250532,1.3465541917969621,-0.037494297128228625,0.34035544931014977,0.9425776218414443,-3.299164432608098,-0.2983082395491316,-1.4705624521290375,-12.688753053507334,1.2293517890555643,0.6371523266323292,0.7334578665808417
Max Drawdown,-0.3099039960613768,-0.05925067122284596,-0.2696266804419861,-0.16760451344901744,-0.3099039960613768,-0.29196901127560027,-0.3601342583530878,-0.25887285541579863,-0.36556352451273066,-0.2280563370406401,-0.2252004942899558,-0.27334439583647613,-0.3006622516556291,-0.31238343901529275,-0.3662160154508989,-0.4003319752527539,-0.3240771349862259,0.0,0.0,-0.35369302344438924,-0.31533838623737637,-0.346990291262136,-0.3625459469916812,-0.3546759798214978,-0.21503532989475566,-0.3488507985975847,-0.1403081762183819,-0.09478633888797229,-0.10152822160041068,-0.05999623848034593,-0.09260315649363,-0.07610379550735853,-0.0886220697541453,-0.08996539792387545,-0.3059562872830525,-0.00039996488113240927,-0.006829651028014052,-0.4012763488686908,-0.32437614166452805,-0.14416115404990568,-0.1537001897533207,-0.041249082786101135,-0.039299610894941626,-0.061074757089034294,-0.0203966310577725,-0.7590420806073823,-0.22930137202334014,-0.24802506129120122
PriceCurrency,MYR,MYR,MYR,MYR,MYR,MYR,MYR,MYR,AUD,USD,MYR,AUD,GBP,MYR,SGD,USD,MYR,MYR,MYR,MYR,MYR,MYR,AUD,SGD,MYR,USD,MYR,MYR,USD,AUD,MYR,SGD,USD,USD,MYR,MYR,MYR,MYR,MYR,MYR,MYR,MYR,MYR,SGD,MYR,MYR,MYR,SGD
StarRatingM255,2.0,5.0,4.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,,,3.0,2.0,,,,3.0,,5.0,3.0,4.0,,,,,,3.0,,5.0,4.0,,3.0,3.0,3.0,,,4.0,4.0,2.0,5.0
CategoryName,Equity - Malaysia Large-cap (Shariah),Bonds - Malaysia (Shariah),Equity - Malaysia Large-cap (Shariah),Blended - Balanced (Shariah),Equity - Malaysia Large-cap (Shariah),Equity - Global,Equity - Global,Equity - Asia Pacific ex-Japan,Equity - Global,Bonds - Global,Bonds - Global,Blended - Flexible,Blended - Flexible,Blended - Flexible,Blended - Flexible,Blended - Flexible,Blended - Flexible,Money Market - Malaysia (Shariah),Money Market - Malaysia (Shariah),Equity - Asia Pacific ex-Japan (Shariah),Blended - Balanced (Shariah),Equity - Global,Equity - Global,Equity - Global,Bonds - Malaysia (Shariah),Equity - Global,Bonds - Global,Bonds - Global,Bonds - Global,Blended - Balanced (Shariah),Blended - Balanced (Shariah),Blended - Balanced (Shariah),Blended - Balanced (Shariah),Blended - Balanced (Shariah),Equity - Malaysia Mid/Small-cap (Shariah),Money Market - Malaysia (Shariah),Money Market - Malaysia (Shariah),Equity - Malaysia Mid/Small-cap (Shariah),Blended - Other,Blended - Conservative,Blended - Balanced,Bonds - Malaysia,Bonds - Other,Bonds - Other,Money Market - Malaysia,Equity - Malaysia Large-cap,Blended - Flexible,Blended - Flexible
2013 Return,,,,,,0.17271999999999998,,0.06150866838804858,,,,,,0.22758620689655173,,,,,,,0.0727547381918463,,,,0.021584396938763017,,,,,,,,,,0.24255452792999654,,0.03515459551037692,0.1151209345691877,,0.06400000000000006,,0.03695752387224238,,,0.031170081773119085,0.13268970244993228,,
2014 Return,,,,,,0.09649334945586463,,0.0627341639801342,,,,,,0.12287598275424805,,,0.0005999999999999339,,,,-0.00677375334988406,,,,0.03054371382981258,,,,,,,,,,-0.007231079187105749,,0.03047392015939665,-0.025990323805749505,0.014000000000000012,0.03709981167608278,,0.03296033328676118,,,0.03260520152463764,-0.10211696177587148,,
