,NAV Date,NAV Price
51,30/08/2023,0.1767
52,29/08/2023,0.1764
53,28/08/2023,0.176
54,25/08/2023,0.1744
55,24/08/2023,0.1744
56,23/08/2023,0.1734
57,22/08/2023,0.173
58,21/08/2023,0.1721
59,17/08/2023,0.1719
60,16/08/2023,0.1729
61,15/08/2023,0.1726
62,14/08/2023,0.1717
63,11/08/2023,0.1706
64,10/08/2023,0.1707
65,09/08/2023,0.1686
66,08/08/2023,0.1683
67,07/08/2023,0.1687
68,04/08/2023,0.1691
69,03/08/2023,0.1685
70,02/08/2023,0.1689
71,01/08/2023,0.1698
72,31/07/2023,0.1701
73,28/07/2023,0.17
74,27/07/2023,0.1706
75,26/07/2023,0.1696
76,25/07/2023,0.1701
77,24/07/2023,0.1694
78,21/07/2023,0.1693
79,20/07/2023,0.1697
80,18/07/2023,0.1716
81,17/07/2023,0.1726
82,14/07/2023,0.1734
83,13/07/2023,0.1722
84,12/07/2023,0.1708
85,11/07/2023,0.1702
86,10/07/2023,0.1689
87,07/07/2023,0.169
88,06/07/2023,0.1693
89,05/07/2023,0.1692
90,04/07/2023,0.1691
91,03/07/2023,0.169
92,30/06/2023,0.1677
93,28/06/2023,0.1685
94,27/06/2023,0.1679
95,26/06/2023,0.1671
96,23/06/2023,0.1665
97,22/06/2023,0.1671
98,21/06/2023,0.1664
99,20/06/2023,0.1646
0,19/06/2023,0.1654
1,16/06/2023,0.1655
2,15/06/2023,0.1645
3,14/06/2023,0.1644
4,13/06/2023,0.1627
5,12/06/2023,0.1615
6,09/06/2023,0.1619
7,08/06/2023,0.1608
8,07/06/2023,0.1608
9,06/06/2023,0.1613
10,02/06/2023,0.1609
11,01/06/2023,0.1598
12,31/05/2023,0.1605
13,30/05/2023,0.1607
14,29/05/2023,0.1603
15,26/05/2023,0.1599
16,25/05/2023,0.1603
17,24/05/2023,0.1603
18,23/05/2023,0.1609
19,22/05/2023,0.1614
20,19/05/2023,0.1618
21,18/05/2023,0.1641
22,17/05/2023,0.1621
23,16/05/2023,0.158
24,15/05/2023,0.1582
25,12/05/2023,0.1584
26,11/05/2023,0.1586
27,10/05/2023,0.1588
28,09/05/2023,0.1582
29,08/05/2023,0.1593
30,05/05/2023,0.1585
31,03/05/2023,0.158
32,02/05/2023,0.1591
33,28/04/2023,0.1589
34,27/04/2023,0.1591
35,26/04/2023,0.1595
36,25/04/2023,0.1591
37,20/04/2023,0.1605
38,19/04/2023,0.1609
39,18/04/2023,0.1613
40,17/04/2023,0.1623
41,14/04/2023,0.162
42,13/04/2023,0.1621
43,12/04/2023,0.1619
44,11/04/2023,0.1626
45,10/04/2023,0.1619
46,07/04/2023,0.1616
47,06/04/2023,0.1617
48,05/04/2023,0.1621
49,04/04/2023,0.1625
50,03/04/2023,0.1628
51,31/03/2023,0.161
52,30/03/2023,0.1609
53,29/03/2023,0.16
54,28/03/2023,0.159
55,27/03/2023,0.158
56,24/03/2023,0.1592
57,23/03/2023,0.1606
58,22/03/2023,0.16
59,21/03/2023,0.159
60,20/03/2023,0.1584
61,17/03/2023,0.1602
62,16/03/2023,0.1591
63,15/03/2023,0.1613
64,14/03/2023,0.1601
65,13/03/2023,0.1635
66,10/03/2023,0.1634
67,09/03/2023,0.1651
68,08/03/2023,0.165
69,07/03/2023,0.1654
70,06/03/2023,0.1653
71,03/03/2023,0.1654
72,02/03/2023,0.1657
73,01/03/2023,0.1654
74,28/02/2023,0.1645
75,27/02/2023,0.1659
76,24/02/2023,0.1657
77,23/02/2023,0.1661
78,22/02/2023,0.1649
79,21/02/2023,0.1659
80,20/02/2023,0.1665
81,17/02/2023,0.1668
82,16/02/2023,0.1687
83,15/02/2023,0.1681
84,14/02/2023,0.1688
85,13/02/2023,0.1683
86,10/02/2023,0.1686
87,09/02/2023,0.169
88,08/02/2023,0.1681
89,07/02/2023,0.1679
90,03/02/2023,0.1689
91,02/02/2023,0.1684
92,31/01/2023,0.1683
93,30/01/2023,0.1688
94,27/01/2023,0.1704
95,26/01/2023,0.1699
96,25/01/2023,0.1698
97,20/01/2023,0.1685
98,19/01/2023,0.1676
99,18/01/2023,0.1679
0,17/01/2023,0.1678
1,16/01/2023,0.1675
2,13/01/2023,0.1689
3,12/01/2023,0.1682
4,11/01/2023,0.1681
5,10/01/2023,0.1676
6,09/01/2023,0.1687
7,06/01/2023,0.1671
8,05/01/2023,0.1669
9,04/01/2023,0.1664
10,03/01/2023,0.1663
11,30/12/2022,0.166
12,29/12/2022,0.1654
13,28/12/2022,0.1667
14,27/12/2022,0.1666
15,23/12/2022,0.166
16,22/12/2022,0.1655
17,21/12/2022,0.1652
18,20/12/2022,0.1648
19,19/12/2022,0.1652
20,16/12/2022,0.1656
21,15/12/2022,0.165
22,14/12/2022,0.1652
23,13/12/2022,0.1646
24,12/12/2022,0.1646
25,09/12/2022,0.1648
26,08/12/2022,0.1633
27,07/12/2022,0.1635
28,06/12/2022,0.1649
29,05/12/2022,0.1654
30,02/12/2022,0.1644
31,01/12/2022,0.1646
32,30/11/2022,0.1638
33,29/11/2022,0.1631
34,28/11/2022,0.1621
35,27/11/2022,0.1621
36,26/11/2022,0.1621
37,25/11/2022,0.1621
38,24/11/2022,0.1634
39,23/11/2022,0.1602
40,22/11/2022,0.1599
41,21/11/2022,0.1604
42,20/11/2022,0.1615
43,19/11/2022,0.1615
44,18/11/2022,0.1615
45,17/11/2022,0.1615
46,16/11/2022,0.1613
47,15/11/2022,0.1611
48,14/11/2022,0.1615
49,13/11/2022,0.1612
50,12/11/2022,0.1612
51,11/11/2022,0.1612
52,10/11/2022,0.1593
53,09/11/2022,0.1602
54,08/11/2022,0.1613
55,07/11/2022,0.1609
56,06/11/2022,0.1602
57,05/11/2022,0.1602
58,04/11/2022,0.1602
59,03/11/2022,0.1577
60,02/11/2022,0.1592
61,01/11/2022,0.1588
62,31/10/2022,0.1576
63,28/10/2022,0.1563
64,27/10/2022,0.1573
65,26/10/2022,0.1562
66,25/10/2022,0.1556
67,24/10/2022,0.156
68,23/10/2022,0.156
69,22/10/2022,0.156
70,21/10/2022,0.156
71,20/10/2022,0.1559
72,19/10/2022,0.1544
73,18/10/2022,0.1551
74,17/10/2022,0.1535
75,16/10/2022,0.154
76,15/10/2022,0.154
77,14/10/2022,0.154
78,13/10/2022,0.1531
79,12/10/2022,0.1551
80,11/10/2022,0.1559
81,10/10/2022,0.1582
82,09/10/2022,0.1582
83,08/10/2022,0.1582
84,07/10/2022,0.1582
85,06/10/2022,0.1584
86,05/10/2022,0.158
87,04/10/2022,0.1556
88,03/10/2022,0.1549
89,02/10/2022,0.1552
90,01/10/2022,0.1552
91,30/09/2022,0.1552
92,29/09/2022,0.1554
93,28/09/2022,0.1552
94,27/09/2022,0.1573
95,26/09/2022,0.158
96,25/09/2022,0.16
97,24/09/2022,0.16
98,23/09/2022,0.16
99,22/09/2022,0.1618
0,21/09/2022,0.1623
1,20/09/2022,0.1631
2,19/09/2022,0.1625
3,18/09/2022,0.1645
4,17/09/2022,0.1645
5,16/09/2022,0.1645
6,15/09/2022,0.1645
7,14/09/2022,0.1641
8,13/09/2022,0.1658
9,12/09/2022,0.1661
10,11/09/2022,0.1656
11,10/09/2022,0.1656
12,09/09/2022,0.1656
13,08/09/2022,0.1652
14,07/09/2022,0.1653
15,06/09/2022,0.1661
16,05/09/2022,0.1656
17,04/09/2022,0.165
18,03/09/2022,0.165
19,02/09/2022,0.165
20,01/09/2022,0.165
21,30/08/2022,0.167
22,29/08/2022,0.1663
23,28/08/2022,0.1668
24,27/08/2022,0.1668
25,26/08/2022,0.1667
26,25/08/2022,0.1661
27,24/08/2022,0.163
28,23/08/2022,0.1637
29,22/08/2022,0.163
30,21/08/2022,0.1643
31,20/08/2022,0.1643
32,19/08/2022,0.1643
33,18/08/2022,0.1643
34,17/08/2022,0.1643
35,16/08/2022,0.1645
36,15/08/2022,0.1645
37,14/08/2022,0.1647
38,13/08/2022,0.1647
39,12/08/2022,0.1647
40,11/08/2022,0.1643
41,10/08/2022,0.1627
42,09/08/2022,0.163
43,08/08/2022,0.1631
44,07/08/2022,0.1627
45,06/08/2022,0.1627
46,05/08/2022,0.1627
47,04/08/2022,0.1628
48,03/08/2022,0.1612
49,02/08/2022,0.1611
50,01/08/2022,0.1631
51,31/07/2022,0.1623
52,30/07/2022,0.1623
53,29/07/2022,0.1623
54,28/07/2022,0.1634
55,27/07/2022,0.1606
56,26/07/2022,0.1602
57,25/07/2022,0.1595
58,24/07/2022,0.1601
59,23/07/2022,0.1601
60,22/07/2022,0.1601
61,21/07/2022,0.1589
62,20/07/2022,0.1573
63,19/07/2022,0.1562
64,18/07/2022,0.1572
65,17/07/2022,0.1552
66,16/07/2022,0.1552
67,15/07/2022,0.1552
68,14/07/2022,0.156
69,13/07/2022,0.1566
70,12/07/2022,0.1579
71,11/07/2022,0.1596
72,10/07/2022,0.1596
73,09/07/2022,0.1596
74,08/07/2022,0.1596
75,07/07/2022,0.1584
76,06/07/2022,0.159
77,05/07/2022,0.1616
78,04/07/2022,0.1616
79,03/07/2022,0.1618
80,02/07/2022,0.1618
81,01/07/2022,0.1618
82,30/06/2022,0.1624
83,29/06/2022,0.1627
84,28/06/2022,0.1637
85,27/06/2022,0.1614
86,26/06/2022,0.1606
87,25/06/2022,0.1606
88,24/06/2022,0.1606
89,23/06/2022,0.1593
90,22/06/2022,0.1594
91,21/06/2022,0.1617
92,20/06/2022,0.1598
93,19/06/2022,0.1615
94,18/06/2022,0.1615
95,17/06/2022,0.1615
96,16/06/2022,0.1629
97,15/06/2022,0.1631
98,14/06/2022,0.1644
99,13/06/2022,0.1636
0,12/06/2022,0.1692
1,11/06/2022,0.1692
2,10/06/2022,0.1692
3,09/06/2022,0.1704
4,08/06/2022,0.1719
5,07/06/2022,0.1713
6,06/06/2022,0.172
7,05/06/2022,0.172
8,04/06/2022,0.172
9,03/06/2022,0.172
10,02/06/2022,0.1717
11,01/06/2022,0.1724
12,31/05/2022,0.1737
13,30/05/2022,0.1705
14,29/05/2022,0.1701
15,28/05/2022,0.1701
16,27/05/2022,0.1701
17,26/05/2022,0.1711
18,25/05/2022,0.1705
19,24/05/2022,0.1713
20,23/05/2022,0.1724
21,22/05/2022,0.1733
22,21/05/2022,0.1733
23,20/05/2022,0.1733
24,19/05/2022,0.1717
25,18/05/2022,0.1727
26,17/05/2022,0.1714
27,16/05/2022,0.1693
28,15/05/2022,0.1693
29,14/05/2022,0.1693
30,13/05/2022,0.1693
31,12/05/2022,0.1694
32,11/05/2022,0.172
33,10/05/2022,0.1719
34,09/05/2022,0.1734
35,08/05/2022,0.1752
36,07/05/2022,0.1752
37,06/05/2022,0.1752
38,05/05/2022,0.176
39,04/05/2022,0.1761
40,03/05/2022,0.1761
41,02/05/2022,0.1761
42,01/05/2022,0.1761
43,30/04/2022,0.1761
44,29/04/2022,0.1761
45,28/04/2022,0.1748
46,27/04/2022,0.1741
47,26/04/2022,0.1753
48,25/04/2022,0.1745
49,24/04/2022,0.1773
50,23/04/2022,0.1773
51,22/04/2022,0.1773
52,21/04/2022,0.1772
53,20/04/2022,0.1767
54,19/04/2022,0.1753
55,18/04/2022,0.1753
56,17/04/2022,0.1752
57,16/04/2022,0.1752
58,15/04/2022,0.1752
59,14/04/2022,0.1747
60,13/04/2022,0.1749
61,12/04/2022,0.1743
62,11/04/2022,0.1751
63,10/04/2022,0.1754
64,09/04/2022,0.1754
65,08/04/2022,0.1754
66,07/04/2022,0.1749
67,06/04/2022,0.1747
68,05/04/2022,0.1743
69,04/04/2022,0.1742
70,03/04/2022,0.1726
71,02/04/2022,0.1726
72,01/04/2022,0.1726
73,31/03/2022,0.1733
74,30/03/2022,0.1734
75,29/03/2022,0.1737
76,28/03/2022,0.1744
77,27/03/2022,0.1746
78,26/03/2022,0.1746
79,25/03/2022,0.1746
80,24/03/2022,0.1754
81,23/03/2022,0.1747
82,22/03/2022,0.1734
83,21/03/2022,0.1724
84,20/03/2022,0.1717
85,19/03/2022,0.1717
86,18/03/2022,0.1717
87,17/03/2022,0.172
88,16/03/2022,0.1696
89,15/03/2022,0.1667
90,14/03/2022,0.1696
91,13/03/2022,0.1725
92,12/03/2022,0.1725
93,11/03/2022,0.1725
94,10/03/2022,0.1726
95,09/03/2022,0.1727
96,08/03/2022,0.17
97,07/03/2022,0.1714
98,06/03/2022,0.172
99,05/03/2022,0.172
0,04/03/2022,0.172
1,03/03/2022,0.1744
2,02/03/2022,0.1729
3,01/03/2022,0.1731
4,28/02/2022,0.1739
5,27/02/2022,0.1735
6,26/02/2022,0.1735
7,25/02/2022,0.1735
8,24/02/2022,0.1711
9,23/02/2022,0.172
10,22/02/2022,0.171
11,21/02/2022,0.1723
12,20/02/2022,0.1738
13,19/02/2022,0.1738
14,18/02/2022,0.1738
15,17/02/2022,0.1736
16,16/02/2022,0.173
17,15/02/2022,0.1721
18,14/02/2022,0.1716
19,13/02/2022,0.1721
20,12/02/2022,0.1721
21,11/02/2022,0.1721
22,10/02/2022,0.1714
23,09/02/2022,0.1705
24,08/02/2022,0.169
25,07/02/2022,0.1678
26,06/02/2022,0.1675
27,05/02/2022,0.1675
28,04/02/2022,0.1675
29,03/02/2022,0.1662
30,02/02/2022,0.1651
31,01/02/2022,0.1651
32,31/01/2022,0.1651
33,30/01/2022,0.165
34,29/01/2022,0.165
35,28/01/2022,0.165
36,27/01/2022,0.1651
37,26/01/2022,0.1655
38,25/01/2022,0.1645
39,24/01/2022,0.1657
40,23/01/2022,0.1663
41,22/01/2022,0.1663
42,21/01/2022,0.1663
43,20/01/2022,0.1669
44,19/01/2022,0.1665
45,18/01/2022,0.1694
46,17/01/2022,0.1694
47,16/01/2022,0.1714
48,15/01/2022,0.1714
49,14/01/2022,0.1714
50,13/01/2022,0.174
51,12/01/2022,0.1743
52,11/01/2022,0.1736
53,10/01/2022,0.1751
54,09/01/2022,0.1767
55,08/01/2022,0.1767
56,07/01/2022,0.1767
57,06/01/2022,0.1765
58,05/01/2022,0.1776
59,04/01/2022,0.1783
60,03/01/2022,0.1771
61,02/01/2022,0.1767
62,01/01/2022,0.1767
63,31/12/2021,0.1767
64,30/12/2021,0.1769
65,29/12/2021,0.1768
66,28/12/2021,0.1763
67,27/12/2021,0.1755
68,26/12/2021,0.1751
69,25/12/2021,0.1751
70,24/12/2021,0.1751
71,23/12/2021,0.1749
72,22/12/2021,0.1731
73,21/12/2021,0.1726
74,20/12/2021,0.1724
75,19/12/2021,0.1737
76,18/12/2021,0.1737
77,17/12/2021,0.1737
78,16/12/2021,0.1742
79,15/12/2021,0.1733
80,14/12/2021,0.1733
81,13/12/2021,0.174
82,12/12/2021,0.1741
83,11/12/2021,0.1741
84,10/12/2021,0.1741
85,09/12/2021,0.1749
86,08/12/2021,0.1744
87,07/12/2021,0.1753
88,06/12/2021,0.1728
89,05/12/2021,0.1756
90,04/12/2021,0.1756
91,03/12/2021,0.1756
92,02/12/2021,0.1756
93,01/12/2021,0.1773
94,30/11/2021,0.1781
95,29/11/2021,0.1773
96,28/11/2021,0.1782
97,27/11/2021,0.1782
98,26/11/2021,0.1782
99,25/11/2021,0.1819
0,24/11/2021,0.1823
1,23/11/2021,0.1833
2,22/11/2021,0.1842
3,21/11/2021,0.184
4,20/11/2021,0.184
5,19/11/2021,0.184
6,18/11/2021,0.1822
7,17/11/2021,0.1834
8,16/11/2021,0.184
9,15/11/2021,0.184
10,14/11/2021,0.1853
11,13/11/2021,0.1853
12,12/11/2021,0.1853
13,11/11/2021,0.185
14,10/11/2021,0.185
15,09/11/2021,0.1848
16,08/11/2021,0.1847
17,07/11/2021,0.1841
18,06/11/2021,0.1841
19,05/11/2021,0.1841
20,04/11/2021,0.1849
21,03/11/2021,0.1849
22,02/11/2021,0.1846
23,01/11/2021,0.1833
24,31/10/2021,0.186
25,30/10/2021,0.186
26,29/10/2021,0.186
27,28/10/2021,0.1851
28,27/10/2021,0.1859
29,26/10/2021,0.1853
30,25/10/2021,0.1854
31,24/10/2021,0.1862
32,23/10/2021,0.1862
33,22/10/2021,0.1862
34,21/10/2021,0.1861
35,20/10/2021,0.1873
36,19/10/2021,0.1878
37,18/10/2021,0.1878
38,17/10/2021,0.1869
39,16/10/2021,0.1869
40,15/10/2021,0.1869
41,14/10/2021,0.1849
42,13/10/2021,0.1833
43,12/10/2021,0.1833
44,11/10/2021,0.1826
45,10/10/2021,0.1831
46,09/10/2021,0.1831
47,08/10/2021,0.1831
48,07/10/2021,0.1833
49,06/10/2021,0.1819
50,05/10/2021,0.1801
51,04/10/2021,0.1799
52,03/10/2021,0.1783
53,02/10/2021,0.1783
54,01/10/2021,0.1783
55,30/09/2021,0.1803
56,29/09/2021,0.1816
57,28/09/2021,0.182
58,27/09/2021,0.1831
59,26/09/2021,0.183
60,25/09/2021,0.183
61,24/09/2021,0.183
62,23/09/2021,0.1838
63,22/09/2021,0.1819
64,21/09/2021,0.181
65,20/09/2021,0.1795
66,19/09/2021,0.1831
67,18/09/2021,0.1831
68,17/09/2021,0.1831
69,15/09/2021,0.1853
70,14/09/2021,0.1847
71,13/09/2021,0.1862
72,12/09/2021,0.1856
73,11/09/2021,0.1856
74,10/09/2021,0.1856
75,09/09/2021,0.1862
76,08/09/2021,0.1869
77,07/09/2021,0.188
78,06/09/2021,0.1864
79,05/09/2021,0.1835
80,04/09/2021,0.1835
81,03/09/2021,0.1835
82,02/09/2021,0.1815
83,01/09/2021,0.1818
84,30/08/2021,0.1813
85,27/08/2021,0.1809
86,26/08/2021,0.182
87,25/08/2021,0.1816
88,24/08/2021,0.1821
89,23/08/2021,0.1788
90,22/08/2021,0.1772
91,21/08/2021,0.1772
92,20/08/2021,0.1772
93,19/08/2021,0.1771
94,18/08/2021,0.18
95,17/08/2021,0.1784
96,16/08/2021,0.179
97,15/08/2021,0.1791
98,14/08/2021,0.1791
99,13/08/2021,0.1791
0,12/08/2021,0.1797
1,11/08/2021,0.1803
2,10/08/2021,0.1805
3,09/08/2021,0.1805
4,06/08/2021,0.1816
5,05/08/2021,0.1824
6,04/08/2021,0.1808
7,03/08/2021,0.1816
8,02/08/2021,0.1823
9,01/08/2021,0.1799
10,31/07/2021,0.1799
11,30/07/2021,0.1799
12,29/07/2021,0.1782
13,28/07/2021,0.1774
14,27/07/2021,0.1781
15,26/07/2021,0.1795
16,25/07/2021,0.1805
17,24/07/2021,0.1805
18,23/07/2021,0.1805
19,22/07/2021,0.1797
20,21/07/2021,0.1765
21,19/07/2021,0.1775
22,18/07/2021,0.1783
23,17/07/2021,0.1783
24,16/07/2021,0.1783
25,15/07/2021,0.1783
26,14/07/2021,0.1768
27,13/07/2021,0.1756
28,12/07/2021,0.1743
29,11/07/2021,0.1753
30,10/07/2021,0.1753
31,09/07/2021,0.1753
32,08/07/2021,0.1742
33,07/07/2021,0.1769
34,06/07/2021,0.1756
35,05/07/2021,0.1754
36,04/07/2021,0.1745
37,03/07/2021,0.1745
38,02/07/2021,0.1745
39,01/07/2021,0.1741
40,30/06/2021,0.1738
41,29/06/2021,0.1738
42,28/06/2021,0.1736
43,27/06/2021,0.1742
44,26/06/2021,0.1742
45,25/06/2021,0.1742
46,24/06/2021,0.1748
47,23/06/2021,0.176
48,22/06/2021,0.1772
49,21/06/2021,0.1774
50,20/06/2021,0.1787
51,19/06/2021,0.1787
52,18/06/2021,0.1787
53,17/06/2021,0.1778
54,16/06/2021,0.1789
55,15/06/2021,0.1786
56,14/06/2021,0.1789
57,13/06/2021,0.1775
58,12/06/2021,0.1775
59,11/06/2021,0.1775
60,10/06/2021,0.1766
61,09/06/2021,0.1767
62,08/06/2021,0.1775
63,07/06/2021,0.1777
64,06/06/2021,0.1777
65,05/06/2021,0.1777
66,04/06/2021,0.1777
67,03/06/2021,0.1792
68,02/06/2021,0.1795
69,01/06/2021,0.1777
70,31/05/2021,0.1763
71,30/05/2021,0.1757
72,29/05/2021,0.1757
73,28/05/2021,0.1757
74,27/05/2021,0.1784
75,26/05/2021,0.1768
76,25/05/2021,0.1768
77,24/05/2021,0.1749
78,23/05/2021,0.1718
79,22/05/2021,0.1718
80,21/05/2021,0.1718
81,20/05/2021,0.1715
82,19/05/2021,0.1746
83,18/05/2021,0.1775
84,17/05/2021,0.1747
85,16/05/2021,0.1776
86,15/05/2021,0.1776
87,14/05/2021,0.1776
88,13/05/2021,0.1776
89,12/05/2021,0.1776
90,11/05/2021,0.1774
91,10/05/2021,0.1825
92,09/05/2021,0.1825
93,08/05/2021,0.1825
94,07/05/2021,0.1825
95,06/05/2021,0.1827
96,05/05/2021,0.1837
97,04/05/2021,0.1855
98,03/05/2021,0.1844
99,02/05/2021,0.1847
0,01/05/2021,0.1847
1,30/04/2021,0.1847
2,28/04/2021,0.1869
3,27/04/2021,0.1877
4,26/04/2021,0.1881
5,25/04/2021,0.1879
6,24/04/2021,0.1879
7,23/04/2021,0.1879
8,22/04/2021,0.1874
9,21/04/2021,0.1859
10,20/04/2021,0.1876
11,19/04/2021,0.1879
12,18/04/2021,0.1882
13,17/04/2021,0.1882
14,16/04/2021,0.1882
15,15/04/2021,0.1882
16,14/04/2021,0.1899
17,13/04/2021,0.1891
18,12/04/2021,0.1867
19,11/04/2021,0.1874
20,10/04/2021,0.1874
21,09/04/2021,0.1874
22,08/04/2021,0.188
23,07/04/2021,0.1876
24,06/04/2021,0.1866
25,05/04/2021,0.188
26,04/04/2021,0.1876
27,03/04/2021,0.1876
28,02/04/2021,0.1876
29,01/04/2021,0.1852
30,31/03/2021,0.1829
31,30/03/2021,0.1856
32,29/03/2021,0.1859
33,28/03/2021,0.1837
34,27/03/2021,0.1837
35,26/03/2021,0.1837
36,25/03/2021,0.181
37,24/03/2021,0.1819
38,23/03/2021,0.1826
39,22/03/2021,0.1842
40,21/03/2021,0.1838
41,20/03/2021,0.1838
42,19/03/2021,0.1838
43,18/03/2021,0.1855
44,17/03/2021,0.1825
45,16/03/2021,0.1829
46,15/03/2021,0.1826
47,12/03/2021,0.1845
48,11/03/2021,0.1849
49,10/03/2021,0.1816
50,09/03/2021,0.1796
51,08/03/2021,0.1789
52,07/03/2021,0.1843
53,06/03/2021,0.1843
54,05/03/2021,0.1843
55,04/03/2021,0.1881
56,03/03/2021,0.1905
57,02/03/2021,0.1905
58,01/03/2021,0.1901
59,28/02/2021,0.1878
60,27/02/2021,0.1878
61,26/02/2021,0.1878
62,25/02/2021,0.1913
63,24/02/2021,0.1838
64,23/02/2021,0.1866
65,22/02/2021,0.1875
66,19/02/2021,0.1902
67,18/02/2021,0.1865
68,17/02/2021,0.1878
69,16/02/2021,0.1897
70,15/02/2021,0.1901
71,14/02/2021,0.1878
72,13/02/2021,0.1878
73,12/02/2021,0.1878
74,11/02/2021,0.1878
75,10/02/2021,0.1843
76,09/02/2021,0.1849
77,08/02/2021,0.185
78,05/02/2021,0.1852
79,04/02/2021,0.1874
80,03/02/2021,0.1866
81,02/02/2021,0.1835
82,01/02/2021,0.1819
83,31/01/2021,0.1819
84,30/01/2021,0.1819
85,29/01/2021,0.1819
86,28/01/2021,0.1863
87,27/01/2021,0.1863
88,26/01/2021,0.1825
89,25/01/2021,0.1801
90,24/01/2021,0.1839
91,23/01/2021,0.1839
92,22/01/2021,0.1839
93,21/01/2021,0.182
94,20/01/2021,0.1838
95,19/01/2021,0.1809
96,18/01/2021,0.1829
97,17/01/2021,0.1796
98,16/01/2021,0.1796
99,15/01/2021,0.1796
0,14/01/2021,0.178
1,13/01/2021,0.175
2,12/01/2021,0.1716
3,11/01/2021,0.1702
4,08/01/2021,0.1684
